Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3694|2011110|750|2022-02-02|78574b67-e0d4-403f-ad77-967d91671f49|DAP|USD|12122.51|12122.51|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|11638896-6f33-4aee-a44a-59739f24ae5c|DAP|USD|6626.70|6626.70|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002557|240||COVE224ZCBYW7|FCA| |0.00|0.00| | |33-0729397|WHEELABRATOR GROUP, INC.||||||2022-03-03 17:19:03|
3694|2011124|750|2022-02-28|537a114e-aa18-4967-a7f2-081e494ea277|DAP|USD|42185.36|42185.36|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-07|4ffe25fe-52f5-4de6-be6f-03d85202500a|DAP|USD|9925.01|9925.01|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002856|240||COVE224Z18C78|DAP| |0.00|0.00| | |203000183|MERASI, LLC||||||2022-03-01 10:25:02|
3995|2002720|240||COVE224ZA5IO5|DAP| |0.00|0.00| | |38-0522445|ERVIN INDUSTRIES, INC.||||||2022-03-03 10:10:07|
3694|2011110|750|2022-02-11|bced75cd-3b28-48c2-bec5-53c96f9b669e|DAP|USD|1260.91|1260.91|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-04|fdd7d099-127e-4c9f-9ccf-eb0fc19e9501|DAP|USD|1422.33|1422.33|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002938|240||COVE2250GL7M3|FCA| |0.00|0.00| | |ESA48556104|INDEFUNSA S.A.L.||||||2022-03-17 13:45:11|
3800|2001129|240|2022-03-16|05EC0A59-4DCF-43EE-87B0-45C3B622A5B4|FCA|USD|35493.74|35493.74|MEX| |208608763|A.STUCKI COMPANY|COMERCE DRIVE  SUITE|906|900|15108|MOON TOWNSHIP|2022-03-17 12:29:06|
3694|2011110|750|2022-02-08|f379a192-dc50-4876-bef8-1b9fbfd01227|DAP|USD|13688.10|13688.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-28|1c5154c6-7da4-41a0-83a4-ff2b3fc166d5|DAP|USD|1319.73|1319.73|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-17|437a4a12-b35a-4e42-a6e1-391cf8039be7|DAP|USD|2049.50|2049.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-28|7449d46b-71ef-4fe9-9ebf-039dacc05aa5|DAP|USD|2579.21|2579.21|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003550|240||COVE2251PGRS4|FCA| |0.00|0.00| | |208386227|ADVANCED FOUNDRY SPECIALISTS, LLC||||||2022-03-31 13:00:19|
3694|2011124|750|2022-02-19|9cc28cf9-5b8c-4f45-9830-b8aff6f7aeed|DAP|USD|41987.81|41987.81|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-11|5ed5637a-df73-437c-86e4-e4b97dbf4b72|DAP|USD|1024.75|1024.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003299|240||COVE225042FI5|FCA| |0.00|0.00| | |52-1456658|PANGBORN LLC||||||2022-03-10 14:49:09|
3694|2011110|750|2022-02-17|8f124d58-cc7a-4142-b662-247ce871041e|DAP|USD|8588.40|8588.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-12|1ed9350d-58d2-4a3b-82ee-2199fdd50f2a|DAP|USD|41893.15|41893.15|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011119|750|2022-02-22|7773bd07-e38d-46ae-ac28-ec0e9cf6b872|DAP|USD|26393.56|26393.56|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011106|750|2022-02-17|cd1a0e82-6d24-4ec2-9c51-698b36bbb1ce|DAP|USD|7003.02|7003.02|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011106|750|2022-02-02|928f6ad2-f10b-4b54-9b4a-6effffad56aa|DAP|USD|8693.69|8693.69|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011113|750|2022-02-03|18f83192-0850-44f5-8935-e7c04f33613b|DAP|USD|2775.07|2775.07|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:02:00|
3694|2011110|750|2022-02-15|ca758b63-ee5d-4043-a64c-0ef08c200d89|DAP|USD|3495.90|3495.90|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-04|7bc2e738-eba4-46cc-9357-46f32d9dd7e6|DAP|USD|8387.32|8387.32|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003044|240|2022-03-04|bad159ee-904f-4d52-a3ce-62cdc9adf313|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-07 12:44:06|
3694|2011110|750|2022-02-03|741503da-1476-46fb-8829-7d6b73629be3|DAP|USD|10602.72|10602.72|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-28|21aef1dc-7084-4af8-ac19-2fa07830dec3|DAP|USD|11063.99|11063.99|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011109|750|2022-02-10|509eddfb-719d-47e8-a950-d967041a9846|DAP|USD|7851.52|7851.52|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011124|750|2022-02-05|a8608b17-a133-45e6-94f8-f85cdc444cff|DAP|USD|39932.24|39932.24|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-10|1ea40086-7bef-4f72-8224-4f348f8ec358|DAP|USD|11911.89|11911.89|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-04|1a42175b-7bf4-448c-876f-9fbdad5e476a|DAP|USD|4460.30|4460.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011106|750|2022-02-03|cfd57927-ea4a-46bc-a9eb-a8c312404410|DAP|USD|22011.35|22011.35|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011110|750|2022-02-02|a3450187-4ca9-4b5e-a9f5-a720cbe617bf|DAP|USD|4351.00|4351.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-04|e2f78201-ca19-4a35-8385-f57a971eddcf|DAP|USD|11063.99|11063.99|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3200|2001560|470|2021-12-15|COVE224V1NJK3|DAP|USD|33331.00|33331.00|BRA| |26552840000150|AUTOMATIC MAQUINAS E EQUIPAMENTOS PARA FUNDICAO LTDA.|VICO COSTA|84|399|95112-095|BARRIO CIDADE NOVA RIO GRANDE DO SUL CAXIAS DO SUL|2022-03-08 14:15:00|
3694|2011110|750|2022-02-11|00c536f4-e700-496f-b035-e1605e5e2dce|DAP|USD|33888.00|33888.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-11|33cf053e-fb41-4cdd-8549-c9f5a715c4cd|DAP|USD|5123.75|5123.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002943|240||COVE224ZC6PD6|FCA| |0.00|0.00| | |00809320286|PROGELTA S.R.L||||||2022-03-03 17:17:02|
3694|2011109|750|2022-02-22|68da1f98-4750-4584-8df4-9f69d0b9e68e|DAP|USD|27045.42|27045.42|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011124|750|2022-02-16|a42803bf-d940-4460-a4e3-ff92e928bbb7|DAP|USD|42872.66|42872.66|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-28|f4f0b4d3-2f74-4993-87e0-2d091828de49|DAP|USD|13870.00|13870.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|d6f1ab6b-b24a-4491-b0d1-4969f0e9d873|DAP|USD|2330.60|2330.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3200|2001880|470|2022-03-03|COVE2250B3PK2|FCA|EUR|32562.65|29000.00|ESP| |A01348259|UMBOR SA|CALLE UZBINA||13 BJ|01015|VITORIA-GASTEIZ ALAVA|2022-03-16 09:48:02|
3694|2011124|750|2022-02-08|61fd908a-a39d-4d4d-9721-c12d2110d3d9|DAP|USD|41794.38|41794.38|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011124|750|2022-02-23|01671818-edb0-4b8e-9c47-d908ca98f331|DAP|USD|35544.81|35544.81|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-11|fea33e96-a4e8-4225-8166-5db93b6fd237|DAP|USD|13510.62|13510.62|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011127|750|2022-02-09|b69f3d85-d23d-4b54-b277-fdf9ea2b2399|DAP|USD|31341.10|31341.10|MEX| |CFI100129KJ4|TSM RAMOS S.A. DE C.V.|INDUSTRIA METAL MECANICA|S/N|4008|25900|RAMOS ARIZPE|2022-03-04 14:34:00|
3694|2011110|750|2022-02-18|bfd91a4c-340c-4187-aac3-19b4493de9dc|DAP|USD|4408.18|4408.18|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003544|240||COVE22511ZZJ7|DAP| |0.00|0.00| | |742689025|SANDTEX INTERNATIONAL CORP||||||2022-03-24 15:40:05|
3995|2003545|240||COVE225125MO7|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-24 15:44:02|
3694|2011110|750|2022-02-11|abb3234e-0850-4a5b-b3ae-4552255ba6c2|DAP|USD|2482.20|2482.20|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-25|e036afcb-8611-45f4-beb5-dd539fee06c6|DAP|USD|16645.32|16645.32|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002829|240||COVE224ZAMYP6|FCA| |0.00|0.00| | |208386227|ADVANCED FOUNDRY SPECIALISTS, LLC||||||2022-03-03 11:58:02|
3694|2011110|750|2022-02-21|f804a509-fd46-435b-be2f-9d486fbbe88f|DAP|USD|9825.90|9825.90|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003822|240||COVE22512AYR5|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:46:04|
3694|2011124|750|2022-02-12|bd666612-af2f-433b-9d93-e697eafc3074|DAP|USD|40914.49|40914.49|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2002558|240||COVE224ZC9W86|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-03 17:18:04|
3694|2011119|750|2022-02-02|fddcf15e-bf05-4c38-9582-106364b4d1e7|DAP|USD|21157.39|21157.39|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011124|750|2022-02-09|fbadae48-428b-4619-800a-9964de8ee629|DAP|USD|2409.97|2409.97|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-21|9a1c82d7-1ed4-4b9a-b96d-5799e0fd63aa|DAP|USD|16391.82|16391.82|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003932|240||COVE225116PV6|FCA| |0.00|0.00| | |33-0729397|WHEELABRATOR GROUP, INC.||||||2022-03-24 13:21:19|
3694|2011124|750|2022-02-11|55a3f6b9-a4a5-49f8-9625-6d442ae283f2|DAP|USD|29272.50|29272.50|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2003124|240||COVE225049EJ3|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-10 15:53:04|
3694|2011110|750|2022-02-09|e557adee-4c61-4c49-b133-020298aadd04|DAP|USD|8816.37|8816.37|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003547|240||COVE2250HNBV8|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:36:05|
3694|2011110|750|2022-02-19|f68603d8-9fb5-4628-9f1e-94edfc8e8b2a|DAP|USD|14893.20|14893.20|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|8ee3a933-e8b7-4ec5-b281-cb543206a603|DAP|USD|17375.40|17375.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002936|240||COVE225047U84|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-10 15:52:02|
3694|2011110|750|2022-02-16|738f0b1b-20f7-4efc-8a4d-23e167d033ce|DAP|USD|25521.44|25521.44|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002561|240||COVE224ZC4H82|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:16:02|
3694|2011110|750|2022-02-23|6eba6a99-018c-4eb7-99bf-6848495422a7|DAP|USD|11378.60|11378.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003809|240||COVE22512GHI2|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:47:07|
3995|2002559|240||COVE224ZCD1L3|FCA| |0.00|0.00| | |81-4245953|KLEIN PALMER INC||||||2022-03-03 17:19:04|
3995|2002933|240||COVE224ZB5S96|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 19:21:06|
3694|2011110|750|2022-02-15|cfa1347a-04e1-45c7-8de7-f382b1d73285|DAP|USD|9036.80|9036.80|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-11|0bc25f4f-aad6-4c8f-abf8-8cdb044629ee|DAP|USD|6304.55|6304.55|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-02|5ba539b5-3c32-4984-b441-0708702b01d8|DAP|USD|15709.54|15709.54|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-11|8f814b88-94f6-454b-9c1c-d5608ccefdc5|DAP|USD|14223.25|14223.25|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011106|750|2022-02-08|67bab80f-04ce-40c4-a3a9-718b81705ac0|DAP|USD|25550.47|25550.47|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011120|750|2022-02-18|1c7e7907-bfc7-467f-b693-81993ce632fd|DAP|USD|1166.62|1166.62|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 17:17:00|
3694|2011110|750|2022-02-28|780120df-4c46-4dc5-b210-5b12eb163404|DAP|USD|1422.33|1422.33|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-07|65849d55-3ac8-41e5-928f-1f7a48658f0f|DAP|USD|6991.80|6991.80|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|45c5b58d-bfc7-439a-b6f5-16c72417cf48|DAP|USD|3970.63|3970.63|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002801|240||COVE224ZAN177|FCA| |0.00|0.00| | |33-0729397|WHEELABRATOR GROUP, INC.||||||2022-03-03 11:57:09|
3694|2011110|750|2022-02-08|5b3f6d82-c9cc-4bd1-b439-d14586b1f343|DAP|USD|8687.70|8687.70|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-08|c475721a-01e6-48c6-ba4e-aa95f5ddfe86|DAP|USD|10874.25|10874.25|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-09|b15c206a-3762-42eb-bda1-6c75752fccd0|DAP|USD|41695.62|41695.62|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-18|e48f27c0-c778-4974-a2ef-ee115c19c20a|DAP|USD|9789.75|9789.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
